payment_id,invoice_id,payment_date,amount_paid
9304,16314,2024-06-06,30.45
9305,6539,2024-09-12,30.45
9306,2168,2023-06-09,9.45
9307,6975,2023-09-11,82.95
9308,12955,2023-09-05,30.45
9309,2358,2024-01-05,82.95
9310,6805,2024-12-11,9.45
9311,15749,2023-08-06,30.45
9312,6578,2024-09-07,30.45
9313,6392,2023-10-05,82.95
9314,7161,2024-09-09,30.45
9315,3603,2024-10-04,9.45
9316,16227,2023-07-04,9.45
9317,11294,2024-11-10,82.95
9318,14207,2024-12-04,30.45
9319,12042,2024-06-09,9.45
9320,10014,2024-10-07,9.45
9321,5017,2023-08-06,9.45
9322,14788,2024-07-12,417.9
9323,18784,2024-01-11,9.45
9324,7098,2024-07-07,9.45
9325,10085,2024-11-07,30.45
9326,10999,2024-03-12,9.45
9327,9413,2024-06-10,30.45
9328,18876,2023-11-07,82.95
9329,18752,2024-05-03,30.45
9330,14704,2024-03-08,9.45
9331,14985,2024-04-10,9.45
9332,1124,2024-09-06,30.45
9333,10766,,9.45
9334,5028,2024-07-01,18.9
9335,15711,2024-10-11,30.45
9336,1910,2023-10-09,208.95
9337,4112,2024-07-09,82.95
9338,18398,2023-10-09,9.45
9339,18631,2023-09-07,82.95
9340,3769,2024-06-07,9.45
9341,12346,2023-11-04,82.95
9342,11342,2024-10-05,9.45
9343,20301,2024-02-05,9.45
9344,966,2024-11-09,9.45
9345,275,2024-09-12,9.45
9346,8299,2024-11-12,82.95
9347,5659,2024-10-03,30.45
9348,4128,2023-10-03,82.95
9349,12635,2024-09-05,30.45
9350,10889,2024-10-10,30.45
9351,13969,2023-05-06,9.45
9352,19469,2024-01-07,208.95
9353,4548,2024-01-10,30.45
9354,13190,2024-12-08,9.45
9355,19141,2023-05-08,82.95
9356,5870,2024-02-02,30.45
9357,19490,2023-09-09,82.95
9358,7608,2024-11-04,30.45
9359,423,2024-04-03,9.45
9360,4775,2024-08-07,82.95
9361,2100,2024-08-11,9.45
9362,7420,2024-08-09,9.45
9363,2215,2024-01-04,30.45
9364,7172,2023-11-09,9.45
9365,5024,2024-03-05,9.45
9366,7755,2024-11-04,9.45
9367,14587,2024-03-07,30.45
9368,4574,2024-08-06,82.95
9369,7093,2024-02-08,9.45
9370,18626,2023-04-09,82.95
9371,9272,2024-11-09,82.95
9372,18790,2024-07-11,9.45
9373,19964,2023-09-09,9.45
9374,10865,2024-01-09,82.95
9375,6310,2024-05-12,30.45
9376,776,2024-07-05,60.9
9377,6454,2024-03-12,30.45
9378,19916,2024-11-05,208.95
9379,15901,2023-08-03,30.45
9380,1561,2023-02-09,82.95
9381,2748,2023-06-07,9.45
9382,11155,2024-06-08,30.45
9383,19904,2023-11-03,208.95
9384,15301,2023-11-04,82.95
9385,4485,2024-06-12,208.95
9386,2662,2024-10-11,9.45
9387,8660,2023-09-06,85.37
9388,7156,2024-04-04,30.45
9389,16353,2024-02-04,82.95
9390,19392,2023-09-08,30.45
9391,6073,2023-10-11,9.45
9392,7721,2024-04-06,9.45
9393,9858,2023-07-08,208.95
9394,8478,2023-11-07,9.45
9395,13138,2024-09-03,30.45
9396,18851,2024-04-06,30.45
9397,15270,2024-12-03,82.95
9398,9317,2024-04-07,82.95
9399,19484,2024-07-07,18.9
9400,18088,2023-09-08,9.45
9401,18408,2024-08-11,9.45
9402,14880,2024-12-03,9.45
9403,715,2024-05-11,9.45
9404,9913,2023-11-02,82.95
9405,19011,2024-07-08,9.45
9406,17799,2024-10-08,30.45
9407,16545,2024-08-08,82.95
9408,18265,2024-12-05,9.45
9409,19453,2024-05-03,9.45
9410,5433,2024-03-03,9.45
9411,18309,2024-03-07,30.45
9412,829,2024-10-05,30.45
9413,4531,2023-11-06,30.45
9414,9646,2023-09-08,30.45
9415,14336,2023-07-10,82.95
9416,15669,2024-04-04,30.45
9417,8370,2023-07-07,30.45
9418,16939,2024-10-05,82.95
9419,11471,2024-12-11,9.45
9420,1239,2024-11-05,30.45
9421,7309,2023-09-03,9.45
9422,9257,2023-08-08,82.95
9423,5795,2024-08-12,82.95
9424,18313,2024-07-06,30.45
9425,7145,2024-11-05,9.45
9426,17849,2024-09-11,30.45
9427,3375,2024-12-02,9.45
9428,17944,2024-08-04,9.45
9429,5799,2024-12-02,82.95
9430,12072,2024-10-05,9.45
9431,15250,2023-04-03,82.95
9432,1752,2024-01-08,30.45
9433,6229,2024-07-08,30.45
9434,14024,2024-09-07,9.45
9435,2024,2024-10-03,9.45
9436,7724,2024-07-08,9.45
9437,5063,2024-07-10,82.95
9438,18363,2024-07-04,9.45
9439,19110,2024-06-03,30.45
9440,13802,2024-11-06,9.45
9441,5112,2023-11-06,9.45
9442,99,2023-12-10,82.95
9443,6991,2024-04-07,9.45
9444,7601,2024-10-08,30.45
9445,9219,2024-10-02,9.45
9446,1139,2023-05-03,9.45
9447,8269,2024-03-05,30.45
9448,10633,2024-06-03,208.95
9449,11947,2024-11-09,9.45
9450,2602,2024-05-02,30.45
9451,3891,2024-06-07,9.45
9452,6906,2024-06-04,9.45
9453,7918,2024-05-12,30.45
9454,9685,2024-10-04,30.45
9455,15856,2023-11-09,9.45
9456,13385,2023-11-07,208.95
9457,19838,2023-12-02,82.95
9458,20338,2024-06-02,30.45
9459,14792,2024-11-07,208.95
9460,16799,2023-12-04,9.45
9461,9236,2024-12-07,82.95
9462,7065,2024-02-09,9.45
9463,18491,2023-11-09,9.45
9464,623,2024-07-06,18.9
9465,1874,2024-09-07,9.45
9466,631,2023-04-01,30.45
9467,12176,2024-02-04,208.95
9468,16349,2023-10-10,82.95
9469,1856,2024-10-10,30.45
9470,13775,2024-04-08,30.45
9471,7171,2023-10-06,9.45
9472,6877,2024-11-06,30.45
9473,5464,2023-04-04,9.45
9474,325,2024-02-05,9.45
9475,3005,2023-09-11,30.45
9476,12911,2024-06-03,9.45
9477,16598,2023-06-03,9.45
9478,16678,2023-11-08,208.95
9479,17390,2024-12-08,9.45
9480,6866,2024-06-07,82.95
9481,15706,2024-05-06,30.45
9482,6016,2024-04-05,9.45
9483,7344,2024-07-07,30.45
9484,16599,2023-07-07,9.45
9485,3775,2024-12-05,9.45
9486,959,2024-04-02,9.45
9487,3212,2023-10-08,9.45
9488,20242,2024-03-07,82.95
9489,3881,2023-08-10,9.45
9490,12251,2024-05-10,9.45
9491,1458,2024-05-10,30.45
9492,6357,2024-05-01,30.45
9493,15311,2024-09-05,82.95
9494,4687,2024-07-02,18.9
9495,20107,2023-10-08,208.95
9496,16945,2024-02-08,30.45
9497,2170,2023-08-09,9.45
9498,15831,2024-01-06,9.45
9499,4973,2024-01-11,9.45
9500,18130,2024-11-07,30.45
9501,12563,2023-09-06,82.95
9502,8556,2024-02-07,9.45
9503,10105,2024-05-04,82.95
9504,14337,2023-08-10,82.95
9505,14694,2024-09-08,30.45
9506,2588,2024-03-03,9.45
9507,17856,2024-05-08,30.45
9508,17315,2023-12-08,9.45
9509,15511,2024-09-12,30.45
9510,7356,2024-08-04,82.95
9511,10552,2024-10-04,9.45
9512,14682,2024-10-08,9.45
9513,14673,2024-08-08,30.45
9514,16495,2023-11-05,82.95
9515,4665,2024-04-07,9.45
9516,3281,2024-11-10,9.45
9517,18056,2023-11-03,9.45
9518,20071,2024-08-11,30.45
9519,13500,2024-08-11,82.95
9520,17179,2024-09-09,9.45
9521,1776,2023-12-05,82.95
9522,12055,2023-10-06,9.45
9523,3248,2024-04-05,208.95
9524,18898,2024-08-07,9.45
9525,12421,2024-04-08,82.95
9526,20447,2024-11-04,82.95
9527,427,2023-11-29,30.45
9528,752,2024-06-01,30.45
9529,4902,2024-12-07,82.95
9530,16142,2024-02-06,208.95
9531,14641,2024-12-06,9.45
9532,19578,2023-03-05,30.45
9533,18654,2024-07-02,9.45
9534,6797,2024-11-02,30.45
9535,2658,2024-06-10,9.45
9536,13943,2024-08-11,30.45
9537,3653,2024-08-08,82.95
9538,13755,2023-09-11,9.45
9539,18341,2024-07-07,9.45
9540,10575,2024-08-04,9.45
9541,14555,2024-08-04,9.45
9542,19217,2024-03-08,82.95
9543,13831,2023-11-10,82.95
9544,818,2023-11-06,30.45
9545,12181,2024-07-10,208.95
9546,7434,2024-05-03,82.95
9547,10939,2024-11-03,82.95
9548,7273,2024-05-07,9.45
9549,6447,,30.45
9550,8910,2024-09-12,208.95
9551,4203,2024-09-05,9.45
9552,17130,2024-09-07,30.45
9553,3565,2023-01-03,9.45
9554,6517,2024-04-07,30.45
9555,9710,2024-11-07,82.95
9556,4622,2024-02-02,9.45
9557,3340,2024-03-07,30.45
9558,15848,2024-05-11,82.95
9559,13668,2024-09-05,9.45
9560,8255,2024-11-04,30.45
9561,6367,2024-04-09,82.95
9562,17283,2024-01-10,30.45
9563,19984,2024-12-04,30.45
9564,11046,2024-10-08,208.95
9565,18565,2023-08-02,9.45
9566,5147,2023-12-06,9.45
9567,9663,2024-02-06,9.45
9568,12162,2024-12-09,30.45
9569,5748,2023-11-03,30.45
9570,13587,2024-09-09,9.45
9571,13111,2023-03-06,82.95
9572,12648,2023-05-02,9.45
9573,20345,2024-06-05,82.95
9574,11610,2024-11-10,9.45
9575,955,2023-12-03,9.45
9576,12057,2023-12-08,9.45
9577,10012,2024-08-07,9.45
9578,12545,2024-07-07,30.45
9579,20140,2023-07-08,9.45
9580,14722,2024-04-08,9.45
9581,12033,2023-07-08,82.95
9582,12204,2024-08-05,82.95
9583,15170,2024-07-04,208.95
9584,5625,2024-10-10,82.95
9585,5514,2023-09-09,208.95
9586,4426,2023-11-09,82.95
9587,8550,2023-08-10,9.45
9588,12952,2024-11-03,208.95
9589,10914,2024-04-10,9.45
9590,12383,2024-11-07,9.45
9591,14050,2024-05-09,9.45
9592,13057,2024-09-12,9.45
9593,2314,2023-09-09,82.95
9594,1613,2024-02-05,30.45
9595,18214,2024-12-07,30.45
9596,19062,2024-09-06,82.95
9597,2987,2024-11-02,82.95
9598,16199,2024-11-10,82.95
9599,2508,2024-06-08,9.45
9600,5605,2024-10-01,9.45
9601,14310,2023-12-09,9.45
9602,8844,2024-03-03,82.95
9603,18185,2024-12-02,30.45
9604,730,2024-06-07,208.95
9605,2750,2023-08-03,9.45
9606,5773,2024-01-08,30.45
9607,18579,2024-10-10,9.45
9608,6837,2024-07-11,9.45
9609,16561,2024-01-05,9.45
9610,12877,2024-12-05,9.45
9611,9071,2024-05-09,9.45
9612,1473,2023-05-11,82.95
9613,1501,2024-08-06,208.95
9614,1048,2023-11-09,208.95
9615,14331,2024-09-11,30.45
9616,1868,2024-03-05,9.45
9617,3732,2024-12-03,82.95
9618,14730,2024-12-03,9.45
9619,13300,2024-11-05,9.45
9620,16335,2024-06-05,82.95
9621,20307,2024-08-06,9.45
9622,10428,2024-10-08,9.45
9623,15023,2024-11-07,82.95
9624,17361,2024-04-04,30.45
9625,14382,2024-10-11,9.45
9626,16169,2024-02-09,30.45
9627,19851,2024-07-07,9.45
9628,10797,2024-02-04,30.45
9629,19823,2023-12-09,208.95
9630,1431,2024-01-04,30.45
9631,12830,2024-06-07,30.45
9632,1909,2023-09-06,208.95
9633,11379,2023-08-03,9.45
9634,15823,2024-12-07,9.45
9635,19775,2024-03-05,9.45
9636,15863,2024-06-06,9.45
9637,906858,2024-12-09,82.95
9638,4184,2024-08-10,9.45
9639,3167,2024-06-04,82.95
9640,4496,2024-04-02,9.45
9641,5811,2024-12-05,9.45
9642,17009,2024-01-10,82.95
9643,3809,2024-02-08,82.95
9644,15784,2024-01-09,30.45
9645,16145,2024-05-09,208.95
9646,8847,2024-06-10,82.95
9647,18350,2023-06-07,9.45
9648,11929,2024-06-03,30.45
9649,18572,2024-03-06,9.45
9650,17261,2024-12-11,30.45
9651,13005,2023-11-12,9.45
9652,8635,2024-08-12,9.45
9653,1479,2023-11-05,82.95
9654,19511,2024-03-07,82.95
9655,17222,2024-09-08,9.45
9656,4042,2024-04-05,82.95
9657,18221,2024-07-08,30.45
9658,19045,2024-11-07,82.95
9659,9106,2024-08-05,9.45
9660,5212,2023-09-09,9.45
9661,4139,2024-09-05,82.95
9662,16137,2023-12-21,208.95
9663,12081,2024-10-08,82.95
9664,15824,2023-06-06,9.45
9665,16234,2024-02-08,9.45
9666,19097,2023-05-08,30.45
9667,12250,2024-04-09,9.45
9668,19368,2024-03-03,82.95
9669,10836,2023-10-09,30.45
9670,10401,2024-11-03,30.45
9671,4375,2024-12-05,82.95
9672,11080,2023-11-07,30.45
9673,8256,2024-12-07,30.45
9674,11528,2024-12-03,9.45
9675,3978,2024-04-05,9.45
9676,19107,2024-03-03,30.45
9677,12024,2024-11-03,9.45
9678,20369,2024-11-08,9.45
9679,15960,2023-11-04,9.45
9680,3879,2023-06-02,9.45
9681,8393,2023-10-05,9.45
9682,3823,2024-11-06,30.45
9683,18048,2023-03-06,9.45
9684,2578,2023-05-09,9.45
9685,18500,2024-08-08,9.45
9686,7570,2024-12-04,30.45
9687,4091,2024-03-04,9.45
9688,7511,2024-09-10,9.45
9689,6589,2023-12-02,9.45
9690,5953,2023-07-07,30.45
9691,2198,2024-07-12,208.95
9692,16160,2024-08-01,9.45
9693,7781,2024-10-05,9.45
9694,2642,2024-10-06,9.45
9695,1397,2024-06-11,82.95
9696,4040,,82.95
9697,1022,2023-10-02,9.45
9698,20109,2023-12-04,208.95
9699,18435,2024-06-05,9.45
9700,295,2024-02-03,30.45
9701,1331,2023-11-05,9.45
9702,6610,2024-10-09,9.45
9703,17686,2024-05-02,9.45
9704,6164,2024-12-11,30.45
9705,8654,2024-09-08,30.45
9706,6020,2024-08-12,9.45
9707,4554,2024-07-08,30.45
9708,14169,2023-04-10,82.95
9709,2230,2023-04-11,30.45
9710,8991,2024-10-03,82.95
9711,15086,2024-10-06,9.45
9712,18941,2024-08-10,9.45
9713,14293,2024-10-02,9.45
9714,10218,2024-02-03,30.45
9715,20503,2023-12-05,208.95
9716,3834,2024-03-03,9.45
9717,14398,2024-11-04,208.95
9718,1523,2024-06-05,82.95
9719,3631,2024-12-03,82.95
9720,1429,2023-11-03,30.45
9721,16302,2024-04-03,9.45
9722,5793,2024-06-08,82.95
9723,13117,2024-08-11,208.95
9724,18191,2023-12-09,9.45
9725,8755,2024-08-11,9.45
9726,7017,2023-08-10,82.95
9727,15406,2024-10-08,30.45
9728,3739,2023-09-10,9.45
9729,2149,2023-08-10,30.45
9730,8063,2024-04-12,9.45
9731,20457,2024-08-10,82.95
9732,11451,2024-11-09,30.45
9733,43,2024-11-06,82.95
9734,15537,2023-09-04,9.45
9735,15472,2024-03-06,9.45
9736,7803,2023-04-03,30.45
9737,15048,2024-04-10,9.45
9738,8906,2024-05-08,208.95
9739,14558,2025-01-02,9.45
9740,3026,2023-12-11,30.45
9741,5694,2023-10-03,30.45
9742,3529,2024-04-03,9.45
9743,3917,2024-09-07,9.45
9744,420,2024-01-06,9.45
9745,20099,2024-12-06,30.45
9746,11150,2024-01-11,30.45
9747,9545,2024-06-05,9.45
9748,10406,2024-01-03,9.45
9749,11588,2024-04-10,208.95
9750,15263,2024-05-04,82.95
9751,7023,2024-02-08,82.95
9752,13963,2024-11-08,9.45
9753,17487,2023-03-04,9.45
9754,136,2024-07-11,30.45
9755,3228,2023-06-08,30.45
9756,2502,2023-12-05,9.45
9757,14706,2024-05-06,9.45
9758,3526,2024-01-03,9.45
9759,14717,2023-11-08,9.45
9760,3162,2023-10-03,82.95
9761,7224,2023-05-08,30.45
9762,14136,2024-03-06,9.45
9763,16069,2024-12-05,30.45
9764,12759,2024-05-02,9.45
9765,2778,2024-12-02,82.95
9766,12449,2023-11-06,9.45
9767,14440,2023-03-05,30.45
9768,3473,2023-11-11,82.95
9769,15098,2024-04-10,30.45
9770,11892,2024-05-05,9.45
9771,5507,2024-11-06,9.45
9772,9116,2024-04-06,30.45
9773,16707,2024-02-02,208.95
9774,5304,2024-08-03,82.95
9775,8092,2024-01-12,208.95
9776,5046,2024-01-10,82.95
9777,3716,2024-08-09,30.45
9778,10591,2024-07-09,9.45
9779,4576,2024-10-08,82.95
9780,15735,2024-07-09,82.95
9781,7723,2024-06-05,9.45
9782,8811,2024-05-02,9.45
9783,10089,2023-03-07,9.45
9784,1595,2024-12-10,30.45
9785,14470,2024-09-12,9.45
9786,9660,2023-11-10,9.45
9787,20067,2024-04-09,30.45
9788,17337,2024-01-03,30.45
9789,2144,2024-10-05,30.45
9790,3291,2024-05-03,30.45
9791,15111,2024-06-03,82.95
9792,10254,2023-08-08,9.45
9793,7421,2024-09-03,9.45
9794,10033,2024-05-11,9.45
9795,6344,2024-01-12,9.45
9796,11922,2023-11-04,30.45
9797,13491,2024-12-02,9.45
9798,3790,2024-03-05,82.95
9799,6966,2024-12-10,30.45
9800,10801,2024-06-04,30.45
9801,13662,2024-03-11,9.45
9802,4319,2024-07-01,82.95
9803,8539,2024-10-04,30.45
9804,8502,2024-02-11,82.95
9805,13309,2024-10-04,9.45
9806,11846,2023-10-04,9.45
9807,13756,2023-10-09,9.45
9808,9358,2024-03-08,82.95
9809,10409,2024-04-03,9.45
9810,8721,2024-08-08,9.45
9811,2098,2024-06-10,9.45
9812,13976,2023-12-06,9.45
9813,13707,2024-11-03,30.45
9814,9496,2024-08-04,30.45
9815,14702,2024-01-05,9.45
9816,12367,2024-12-04,30.45
9817,11772,2023-12-10,9.45
9818,16429,2024-09-11,9.45
9819,17476,2024-03-07,82.95
9820,9408,2024-01-03,30.45
9821,12476,2023-10-04,9.45
9822,6252,2024-06-10,82.95
9823,1733,2023-09-02,208.95
9824,11593,2024-09-08,208.95
9825,2389,2023-10-03,82.95
9826,16660,2024-03-12,30.45
9827,13535,2024-02-05,30.45
9828,14105,2024-02-10,30.45
9829,951,2023-08-12,9.45
9830,1102,2024-08-07,82.95
9831,12197,2024-01-08,82.95
9832,8400,2024-05-09,9.45
9833,19425,2024-10-10,9.45
9834,19491,2023-10-03,82.95
9835,11943,2024-07-12,9.45
9836,17323,2024-08-08,9.45
9837,9436,2024-06-12,9.45
9838,7499,2024-09-10,82.95
9839,13814,2024-06-08,9.45
9840,17992,2024-11-04,30.45
9841,9041,2023-07-05,9.45
9842,659,2024-05-03,9.45
9843,19122,2023-07-09,9.45
9844,18949,2023-09-02,30.45
9845,7331,2024-12-10,9.45
9846,5618,2024-03-09,82.95
9847,13318,2024-01-04,9.45
9848,6005,2024-09-04,208.95
9849,4896,2024-06-04,82.95
9850,13074,2024-08-02,30.45
9851,3328,2024-02-05,9.45
9852,4432,2024-05-10,82.95
9853,11618,2024-12-09,30.45
9854,10734,2024-12-11,9.45
9855,19367,2024-02-03,82.95
9856,8458,2023-08-05,30.45
9857,1675,2024-10-04,208.95
9858,9821,2024-02-03,9.45
9859,2587,2024-02-11,9.45
9860,7233,2024-02-03,30.45
9861,4421,2024-11-10,30.45
9862,6800,2024-07-11,9.45
9863,2834,2024-04-03,9.45
9864,8689,2023-06-09,9.45
9865,9433,2024-03-06,9.45
9866,4150,2023-09-11,242.69
9867,9595,2024-05-11,30.45
9868,19006,2024-02-10,9.45
9869,7000,2023-10-10,82.95
9870,4979,2024-07-10,18.9
9871,5961,2024-03-03,30.45
9872,12833,2024-09-09,30.45
9873,6431,2024-06-07,82.95
9874,16709,2024-04-07,208.95
9875,19329,2023-08-03,9.45
9876,1671,2024-06-11,208.95
9877,13189,2024-11-05,9.45
9878,19077,2023-06-01,82.95
9879,13453,2024-06-06,9.45
9880,2973,2024-12-01,82.95
9881,194,2023-03-07,208.95
9882,16675,2024-11-05,30.45
9883,3197,2023-10-08,30.45
9884,7494,2024-12-10,30.45
9885,2969,2024-08-12,82.95
9886,3391,2024-07-04,60.9
9887,18184,2024-11-05,30.45
9888,10750,2024-03-07,208.95
9889,11476,2023-10-05,30.45
9890,1603,2024-11-07,82.95
9891,16736,2024-03-03,9.45
9892,5559,2023-11-05,208.95
9893,12460,2024-10-11,9.45
9894,15780,2023-09-07,30.45
9895,11456,2024-07-02,9.45
9896,10755,2024-08-10,208.95
9897,12104,2024-08-05,30.45
9898,15457,2023-12-11,9.45
9899,20142,2023-09-06,9.45
9900,16672,2024-08-10,30.45
9901,7131,2023-09-02,9.45
9902,15058,2024-03-05,30.45
9903,15635,,30.45
9904,17832,2024-09-03,30.45
9905,8584,2024-04-05,9.45
9906,12335,2024-10-09,82.95
9907,18774,2023-03-06,9.45
9908,16650,2024-09-16,208.95
9909,5553,2023-05-03,208.95
9910,15020,2024-08-04,82.95
9911,1940,2023-05-06,82.95
9912,11110,2024-06-11,9.45
9913,2204,2023-02-05,30.45
9914,4752,2023-10-03,208.95
9915,18485,2024-10-08,9.45
9916,10482,2024-10-09,9.45
9917,12279,2023-03-11,9.45
9918,3314,2024-12-08,9.45
9919,18446,2024-08-09,9.45
9920,5412,2023-06-07,9.45
9921,13102,2024-06-03,9.45
9922,4978,2024-06-08,9.45
9923,8583,2024-03-04,9.45
9924,8173,2023-07-07,30.45
9925,5720,2024-12-02,82.95
9926,17913,2024-01-10,82.95
9927,510,2024-02-10,82.95
9928,3177,2024-07-08,9.45
9929,16797,2024-12-08,9.45
9930,13937,2024-02-01,30.45
9931,14751,2023-06-02,30.45
9932,1968,2024-09-05,30.45
9933,13821,2024-04-01,30.45
9934,17462,2024-03-07,9.45
9935,1240,2024-12-04,30.45
9936,6385,2024-11-11,30.45
9937,18837,2024-11-12,9.45
9938,9397,2023-07-08,82.95
9939,16866,2023-09-04,9.45
9940,5537,2024-06-04,30.45
9941,4165,2024-12-09,30.45
9942,3095,2024-09-03,30.45
9943,18998,2023-06-04,9.45
9944,11012,2023-10-10,30.45
9945,621,2024-11-08,82.95
9946,14229,2024-09-04,30.45
9947,4750,2023-08-05,208.95
9948,16769,2024-03-07,82.95
9949,2292,2023-07-02,30.45
9950,6381,2024-07-08,30.45
9951,15970,2024-09-08,9.45
9952,1920,2024-08-09,208.95
9953,20329,2024-09-06,9.45
9954,3256,2024-12-06,208.95
9955,4380,2023-08-08,208.95
9956,14718,2023-12-12,9.45
9957,969,2024-04-12,82.95
9958,5105,2024-06-02,9.45
9959,3994,2024-01-02,30.45
9960,4637,2024-12-07,82.95
9961,15695,2024-11-05,208.95
9962,1525,2024-08-04,82.95
9963,408,2023-12-06,9.45
9964,19586,2023-11-02,30.45
9965,7202,2024-09-10,30.45
9966,8319,2024-02-03,9.45
9967,3926,2024-04-09,30.45
9968,4916,2024-08-26,30.45
9969,331,2024-08-03,9.45
9970,4460,2024-08-07,9.45
9971,9754,2024-09-11,30.45
9972,7029,2024-08-03,82.95
9973,4388,2024-04-02,208.95
9974,12602,2024-02-07,9.45
9975,13212,2024-09-05,9.45
9976,48,2024-06-11,9.45
9977,12629,2024-03-06,30.45
9978,4047,2024-09-09,82.95
9979,20546,2024-01-06,208.95
9980,14394,2024-07-10,208.95
9981,6057,,30.45
9982,3638,2024-09-09,9.45
9983,17395,2023-10-07,30.45
9984,2980,2024-04-06,82.95
9985,13670,2024-11-01,9.45
9986,17587,2024-02-02,9.45
9987,2840,2024-10-07,9.45
9988,9451,2024-04-08,9.45
9989,19626,2024-11-06,9.45
9990,18498,2024-06-05,9.45
9991,2798,2024-12-08,208.95
9992,6522,2024-09-01,30.45
9993,9628,2024-07-09,9.45
9994,3910,2024-02-11,9.45
9995,19064,2024-11-04,82.95
9996,1119,2024-04-07,30.45
9997,6314,2024-09-02,30.45
9998,10324,2024-06-03,9.45
9999,1737,2024-01-05,208.95
10000,15639,2024-10-08,30.45
10001,5182,2024-07-05,9.45
10002,8405,2024-10-11,9.45
10003,755,2024-09-07,30.45
10004,19336,2024-03-04,9.45
10005,11185,2023-12-10,82.95
10006,2825,2024-11-09,9.45
10007,19105,2024-01-10,30.45
10008,4127,2024-12-10,82.95
10009,4559,2024-12-03,30.45
10010,15588,2024-11-07,30.45
10011,11644,2024-02-07,9.45
10012,14211,2024-08-04,9.45
10013,9797,2024-07-07,30.45
10014,1902,2024-12-10,30.45
10015,9122,2024-10-07,30.45
10016,8379,2024-04-12,30.45
10017,6236,2023-12-05,30.45
10018,10419,2024-01-03,9.45
10019,9611,2024-11-03,82.95
10020,1035,2024-11-05,9.45
10021,4145,2023-04-08,30.45
10022,9520,2024-12-02,208.95
10023,14079,2024-09-09,9.45
10024,1759,2024-08-05,30.45
10025,10601,2023-08-05,30.45
10026,20320,2024-04-02,30.45
10027,11491,2024-04-05,30.45
10028,12368,2023-08-08,9.45
10029,763,2024-10-10,30.45
10030,15631,2024-02-06,30.45
10031,6328,2024-06-09,9.45
10032,14811,2024-07-11,30.45
10033,8901,2024-12-03,9.45
10034,9474,2024-11-05,9.45
10035,3745,2024-03-08,9.45
10036,9078,2024-12-11,9.45
10037,2528,2024-03-03,9.45
10038,12329,2024-04-11,82.95
10039,1043,2023-06-05,208.95
10040,14719,2024-01-09,9.45
10041,6025,2024-02-12,30.45
10042,14334,2024-12-05,30.45
10043,7377,2024-08-01,30.45
10044,10682,2024-08-10,9.45
10045,5615,2023-12-08,82.95
10046,16908,2023-12-02,30.45
10047,3554,2024-12-02,82.95
10048,9238,2023-09-11,30.45
10049,10844,2024-06-11,30.45
10050,13475,2023-08-05,9.45
10051,11466,2024-07-09,9.45
10052,19388,2023-05-11,30.45
10053,8176,2023-10-04,30.45
10054,20250,2024-11-10,82.95
10055,8417,2023-11-03,82.95
10056,20137,2024-12-07,82.95
10057,2162,2024-09-05,30.45
10058,5564,2024-04-12,208.95
10059,10307,2024-07-08,18.9
10060,11745,2024-08-05,9.45
10061,15145,2024-06-11,30.45
10062,12282,2023-06-07,9.45
10063,18335,2024-01-04,9.45
10064,7130,2023-08-09,9.45
10065,4347,2024-04-11,9.45
10066,17300,2024-06-07,208.95
10067,3484,2024-10-12,82.95
10068,19539,2023-11-11,82.95
10069,10675,2024-10-01,30.45
10070,987,2024-10-12,208.95
10071,13335,2024-10-26,9.45
10072,3322,2023-08-10,9.45
10073,15094,2023-12-05,30.45
10074,19,2024-05-10,82.95
10075,12890,2024-04-11,30.45
10076,13018,2024-12-08,9.45
10077,1731,2023-07-12,208.95
10078,18531,2024-09-04,1663.64
10079,5479,2024-07-12,9.45
10080,4336,2024-10-05,9.45
10081,2491,2024-09-11,9.45
10082,5853,2024-10-11,208.95
10083,12661,2024-08-26,9.45
10084,9884,2024-06-11,9.45
10085,4457,2024-05-10,9.45
10086,4017,2024-08-03,208.95
10087,12723,2023-03-07,208.95
10088,1449,,18.9
10089,14785,2024-04-11,208.95
10090,11710,2024-02-10,9.45
10091,1529,2024-12-10,82.95
10092,8249,2024-05-06,30.45
10093,17878,2024-05-09,9.45
10094,13036,2024-05-10,30.45
10095,738,2023-04-06,30.45
10096,2594,2024-09-06,9.45
10097,6854,2024-08-11,82.95
10098,6128,2024-08-03,82.95
10099,3396,2024-12-08,30.45
10100,15292,2024-11-05,82.95
10101,2070,2024-08-09,82.95
10102,7978,2024-03-08,30.45
10103,3040,2024-04-06,30.45
10104,3943,2023-10-10,82.95
10105,16075,2023-11-11,30.45
10106,3941,2023-08-08,82.95
10107,6480,2024-02-07,9.45
10108,10432,2023-09-04,9.45
10109,2323,2024-06-09,82.95
10110,9062,2023-08-06,9.45
10111,9682,2024-07-09,30.45
10112,16159,2024-07-06,9.45
10113,16036,2024-06-08,30.45
10114,8594,2024-05-08,30.45
10115,12569,2024-03-07,82.95
10116,1693,2023-10-06,9.45
10117,6189,2023-11-08,30.45
10118,11554,2024-05-08,9.45
10119,6861,2024-01-02,82.95
10120,2608,2024-11-07,30.45
10121,12933,2024-06-04,30.45
10122,13853,2024-09-03,9.45
10123,19061,2024-08-07,82.95
10124,5346,,30.45
10125,18218,2024-04-10,30.45
10126,28,2023-08-08,82.95
10127,12523,2023-12-01,30.45
10128,9275,2024-01-06,9.45
10129,19046,2024-12-10,82.95
